int_doc_id,master_ai_id,master_ai_name,program_code,activity_class_code,activity_year,activity_num,inspection_date,inspection_end_date,task_id,site_status_code,site_condition_code,lead_investigator_id,master_person_first_name,master_person_last_name,inspection_date_fiscal_year,inspection_date_fiscal_qtr,inspection_date_calendar_year,inspection_date_calendar_qtr,media_type_code,media_type,permit_num,site_status_desc,site_condition_desc,reason,recommended_action,ets_url
2345188,5287,"Cove Point LNG, LP",37,CFI,2019,1,2019-02-26,2019-02-26,2260045,W002,0005,21947,Adriana,Frangos,2019,3,2019,1,E280,NPDES Industrial Ground Water,NA,Inactive,Noncompliance,"PAF, Initial Quarterly, Initial Yearly",Close File,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=2345188
2351708,5287,"Cove Point LNG, LP",37,CFI,2019,2,2019-03-11,2019-03-11,2266223,W002,0005,21947,Adriana,Frangos,2019,3,2019,1,E280,NPDES Industrial Ground Water,NA,Inactive,Noncompliance,PAF Follow-up,Close File,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=2351708
3130346,5287,"Cove Point LNG, LP",37,CFI,2024,1,2024-04-04,2024-04-04,NA,W001,NA,1170265,Collin,Bucher,2024,4,2024,2,E279,NPDES Municipal Ground Water,17HT9479,Active,NA,Complaint,Additional Investigation Required,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=3130346
1568661,5462,Salisbury University,37,CFI,2014,1,2014-04-07,2014-04-07,1353547,W001,0003,26076,Brennan,Greene,2014,4,2014,2,E280,NPDES Industrial Ground Water,NA,Active,Additional Investigation Required,"Initial Quarterly, PAF Follow-up",Continue Routine Investigation,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=1568661
1660771,5462,Salisbury University,37,CFI,2014,2,2014-11-24,2014-11-24,1465304,W001,0003,26076,Brennan,Greene,2015,2,2014,4,E280,NPDES Industrial Ground Water,NA,Active,Additional Investigation Required,"Initial Yearly, (Reserved), Initial Quarterly",Continue Routine Investigation,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=1660771
1507283,5462,Salisbury University,37,CFI,2013,2,2013-10-07,2013-10-07,1286303,W001,0005,26076,Brennan,Greene,2014,2,2013,4,E280,NPDES Industrial Ground Water,NA,Active,Noncompliance,PAF Follow-up,Continue Routine Investigation,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=1507283
1505365,5462,Salisbury University,37,CFI,2013,1,2013-10-03,2013-10-03,1284491,W001,0003,26076,Brennan,Greene,2014,2,2013,4,E280,NPDES Industrial Ground Water,NA,Active,Additional Investigation Required,"Initial Quarterly, Initial Yearly, PAF",Continue Routine Investigation,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=1505365
3369007,6384,Sunoco Gas Station #8003019401,37,CFI,2025,1,2025-12-23,2025-12-23,NA,W001,NA,1172459,Jacob,Kott,2026,2,2025,4,E280,NPDES Industrial Ground Water,N/A,Active,NA,"Complaint, Initial Quarterly, Initial Yearly","Additional Investigation Required, Additional Investigation Required",https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=3369007
1416186,6809,Hertrich Honda Kia of Easton,37,CFI,2013,1,2013-03-14,2013-03-14,1183202,W001,0005,21951,Nancy,Craft,2013,3,2013,1,E280,NPDES Industrial Ground Water,NA,Active,Noncompliance,"Routine Scheduled, Initial Yearly, Initial Quarterly",Continue Routine Investigation,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=1416186
1416186,6809,Hertrich Honda Kia of Easton,37,CFI,2013,1,2013-03-14,2013-03-14,1183202,W001,0005,21951,Nancy,Craft,2013,3,2013,1,E280,NPDES Industrial Ground Water,11-DP-1263,Active,Noncompliance,"Routine Scheduled, Initial Yearly, Initial Quarterly",Continue Routine Investigation,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=1416186
1491551,6809,Hertrich Honda Kia of Easton,37,CFI,2013,3,2013-09-05,2013-09-05,1269599,W001,0005,21951,Nancy,Craft,2014,1,2013,3,E280,NPDES Industrial Ground Water,11-DP-1263,Active,Noncompliance,"Initial Quarterly, Routine Scheduled",Continue Routine Investigation,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=1491551
1488062,6971,AAMCO TRANSMISSIONS,37,CFI,2013,1,2013-08-28,2013-08-28,1265625,W001,0003,24014,Gregory,Hazzard,2014,1,2013,3,E280,NPDES Industrial Ground Water,N/A,Active,Additional Investigation Required,"Routine Scheduled, Initial Yearly, Initial Quarterly","Continue Routine Investigation, Continue Routine Investigation",https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=1488062
1498302,6971,AAMCO TRANSMISSIONS,37,CFI,2013,3,2013-09-25,2013-09-25,1277153,W001,0001,24014,Gregory,Hazzard,2014,1,2013,3,E280,NPDES Industrial Ground Water,N/A,Active,Satisfactory/Compliance,Follow-up (Non-Compliance),"Continue Routine Investigation, Continue Routine Investigation",https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=1498302
1495674,6971,AAMCO TRANSMISSIONS,37,CFI,2013,2,2013-09-19,2013-09-19,1273716,W001,0003,24014,Gregory,Hazzard,2014,1,2013,3,E280,NPDES Industrial Ground Water,N/A,Active,Additional Investigation Required,Follow-up (Non-Compliance),"Continue Routine Investigation, Continue Routine Investigation",https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=1495674
1045324,7107,Travel Centers of America - Site 019,37,CIN,2010,2,2010-08-27,2010-08-27,NA,W001,0005,23059,William,Fracassi,2011,1,2010,3,E279,NPDES Municipal Ground Water,NA,Active,Noncompliance,"Initial Quarterly, PAF, Initial Yearly",Additional Investigation Required,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=1045324
1062367,7107,Travel Centers of America - Site 019,37,CFI,2010,1,2010-10-21,2010-10-21,NA,W001,0001,23059,William,Fracassi,2011,2,2010,4,E279,NPDES Municipal Ground Water,NA,Active,Satisfactory/Compliance,PAF Follow-up,Close File,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=1062367
1047346,7107,Travel Centers of America - Site 019,37,CIN,2010,3,2010-08-27,2010-08-27,NA,W001,0005,23059,William,Fracassi,2011,1,2010,3,E279,NPDES Municipal Ground Water,NA,Active,Noncompliance,"PAF, Initial Quarterly, Initial Yearly",Additional Investigation Required,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=1047346
2088112,7107,Travel Centers of America - Site 019,37,CFI,2017,1,2017-08-17,2017-08-17,1972206,W001,0005,99689,Kevin,O'Neill,2018,1,2017,3,E279,NPDES Municipal Ground Water,NA,Active,Noncompliance,"PAF, SSO",Continue Routine Inspection,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=2088112
2091621,7107,Travel Centers of America - Site 019,37,CFI,2017,2,2017-08-22,2017-08-22,1976275,W001,0001,99689,Kevin,O'Neill,2018,1,2017,3,E279,NPDES Municipal Ground Water,NA,Active,Satisfactory/Compliance,PAF Follow-up,Continue Routine Inspection,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=2091621
2095372,7107,Travel Centers of America - Site 019,37,CFI,2017,3,2017-08-30,2017-08-30,1980495,W001,0001,99689,Kevin,O'Neill,2018,1,2017,3,E279,NPDES Municipal Ground Water,NA,Active,Satisfactory/Compliance,PAF Follow-up,Continue Routine Inspection,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=2095372
1433010,7235,Koons Toyota Easton (Preston Toyota of Easton),37,CFI,2013,1,2013-04-22,2013-04-22,1202667,W001,0005,21951,Nancy,Craft,2013,4,2013,2,E280,NPDES Industrial Ground Water,07-DP-2449,Active,Noncompliance,"Routine Scheduled, Initial Quarterly",Continue Routine Investigation,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=1433010
1451548,7235,Koons Toyota Easton (Preston Toyota of Easton),37,CFI,2013,2,2013-05-30,2013-05-30,1223792,W001,0005,21951,Nancy,Craft,2013,4,2013,2,E280,NPDES Industrial Ground Water,07-DP-2449,Active,Noncompliance,Routine Scheduled,Continue Routine Investigation,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=1451548
1346703,7235,Koons Toyota Easton (Preston Toyota of Easton),37,CFI,2012,12,2012-09-19,2012-09-19,1107105,W001,0005,21951,Nancy,Craft,2013,1,2012,3,E280,NPDES Industrial Ground Water,07-DP-2449,Active,Noncompliance,"Initial Yearly, Routine Scheduled, Initial Quarterly",Continue Routine Investigation,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=1346703
1353362,7235,Koons Toyota Easton (Preston Toyota of Easton),37,CFI,2012,13,2012-09-19,2012-09-19,1113753,W001,0005,21951,Nancy,Craft,2013,1,2012,3,E280,NPDES Industrial Ground Water,07-DP-2449,Active,Noncompliance,"Initial Yearly, Routine Scheduled, Initial Quarterly",Continue Routine Investigation,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=1353362
1372415,7235,Koons Toyota Easton (Preston Toyota of Easton),37,CFI,2012,14,2012-11-14,2012-11-14,1134785,W004,0005,21951,Nancy,Craft,2013,2,2012,4,E280,NPDES Industrial Ground Water,07-DP-2449,Active - No work today,Noncompliance,"Initial Quarterly, Routine Scheduled",Continue Routine Investigation,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=1372415
1128384,7235,Koons Toyota Easton (Preston Toyota of Easton),37,CFI,2011,1,2011-03-03,2011-03-03,NA,W001,0005,21951,Nancy,Craft,2011,3,2011,1,E280,NPDES Industrial Ground Water,07-DP-2449,Active,Noncompliance,"Initial Quarterly, Initial Yearly, PAF","Additional Investigation Required, Refer to Others (See Findings)",https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=1128384
1134771,7235,Koons Toyota Easton (Preston Toyota of Easton),37,CFI,2011,2,2011-03-24,2011-03-24,NA,W001,0005,21951,Nancy,Craft,2011,3,2011,1,E280,NPDES Industrial Ground Water,07-DP-2449,Active,Noncompliance,"Follow-up (Non-Compliance), PAF Follow-up","Refer to Others (See Findings), Additional Investigation Required",https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=1134771
1142322,7235,Koons Toyota Easton (Preston Toyota of Easton),37,CFI,2011,3,2011-04-15,2011-04-15,NA,W001,0005,21951,Nancy,Craft,2011,4,2011,2,E280,NPDES Industrial Ground Water,07-DP-2449,Active,Noncompliance,"Follow-up (Non-Compliance), Initial Quarterly","Continue Routine Investigation, Refer to Others (See Findings)",https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=1142322
1248551,7235,Koons Toyota Easton (Preston Toyota of Easton),37,CFI,2012,1,2012-02-22,2012-02-22,950116,W001,0005,21951,Nancy,Craft,2012,3,2012,1,E280,NPDES Industrial Ground Water,07-DP-2449,Active,Noncompliance,"Routine Scheduled, Initial Quarterly",Continue Routine Investigation,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=1248551
1255373,7235,Koons Toyota Easton (Preston Toyota of Easton),37,CFI,2012,4,2012-03-08,2012-03-08,956753,W001,0005,21951,Nancy,Craft,2012,3,2012,1,E280,NPDES Industrial Ground Water,07-DP-2449,Active,Noncompliance,Routine Scheduled,Continue Routine Investigation,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=1255373
1255391,7235,Koons Toyota Easton (Preston Toyota of Easton),37,CFI,2012,3,2012-03-07,2012-03-07,956746,W001,0005,21951,Nancy,Craft,2012,3,2012,1,E280,NPDES Industrial Ground Water,07-DP-2449,Active,Noncompliance,Follow-up (Non-Compliance),Continue Routine Investigation,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=1255391
3258154,7320,Hagerstown Honda & Kia,37,CFI,2025,1,2025-01-09,2025-01-09,NA,W001,NA,1169603,Jacob,Haglund,2025,3,2025,1,E280,NPDES Industrial Ground Water,21VW3197,Active,NA,"Initial Quarterly, Initial Yearly, Routine Scheduled",Additional Investigation Required,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=3258154
3258541,7320,Hagerstown Honda & Kia,37,CFI,2025,2,2025-01-17,2025-01-17,NA,W001,NA,1169603,Jacob,Haglund,2025,3,2025,1,E280,NPDES Industrial Ground Water,21VW3197,Active,NA,"Follow-up, Routine Scheduled",Continue Routine Inspection,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=3258541
3370830,7320,Hagerstown Honda & Kia,37,CFI,2026,1,2026-01-22,2026-01-22,NA,W001,NA,1169603,Jacob,Haglund,2026,3,2026,1,E280,NPDES Industrial Ground Water,21VW3197,Active,NA,"Initial Quarterly, Initial Yearly, Routine Scheduled, Follow-up (Non-Compliance)",Continue Routine Inspection,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=3370830
1345467,7537,Sherwood of Salisbury Appearance Center,37,CFI,2012,1,2012-09-14,2012-09-14,1105736,W001,0005,26076,Brennan,Greene,2013,1,2012,3,E280,NPDES Industrial Ground Water,11-DP-3711,Active,Noncompliance,"Initial Yearly, Initial Quarterly, Routine Scheduled","Continue Routine Investigation, Additional Investigation Required",https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=1345467
3366136,7583,Hereford High School,37,CFI,2025,1,2025-10-30,2025-10-30,NA,W001,0003,1176100,Mohammed,Umoru,2026,2,2025,4,E279,NPDES Municipal Ground Water,18-DP-3785,Active,Additional Investigation Required,5 Year Inspection,Continue Routine Inspection,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=3366136
2958901,7607,Beckley's Camping Center,37,CFI,2022,1,2022-12-13,2022-12-13,NA,W001,0005,90264,Kate,Ansalvish,2023,2,2022,4,E280,NPDES Industrial Ground Water,16VW0004,Active,Noncompliance,"Initial Quarterly, Initial Yearly","Continue Routine Inspection, Additional Investigation Required",https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=2958901
2234733,7641,Hertich Properties XIX LLC - Price Buick-GMC,37,CFI,2018,1,2018-05-31,2018-06-04,2141101,W001,0005,21951,Nancy,Craft,2018,4,2018,2,E280,NPDES Industrial Ground Water,14-DP-3593,Active,Noncompliance,"Routine Scheduled, Initial Quarterly, Initial Yearly",Continue Routine Inspection,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=2234733
3281735,7713,Independent Can Company,37,CFI,2025,1,2025-02-19,2025-02-19,NA,W001,NA,1169634,Marie,Ott-Smith,2025,3,2025,1,E280,NPDES Industrial Ground Water,N/A,Active,NA,Complaint,"Close File, Close File",https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=3281735
3053087,7779,Millington Electrical Products Group,37,CFI,2023,1,2023-07-26,2023-07-26,NA,W001,0005,97006,David,Haffner,2024,1,2023,3,E280,NPDES Industrial Ground Water,21-DP-3669,Active,Noncompliance,Routine Scheduled,"Continue Routine Inspection, Additional Investigation Required",https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=3053087
3391030,8151,"C. William Hetzer, Inc",37,CFI,2026,1,2026-01-27,2026-01-27,NA,W001,NA,1169603,Jacob,Haglund,2026,3,2026,1,E280,NPDES Industrial Ground Water,21VW2993,Active,NA,"Initial Quarterly, Initial Yearly, Routine Scheduled, Follow-up (Non-Compliance)","Continue Routine Inspection, Continue Routine Inspection",https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=3391030
3270753,8151,"C. William Hetzer, Inc",37,CFI,2025,1,2025-02-14,2025-02-14,NA,W001,NA,1169603,Jacob,Haglund,2025,3,2025,1,E280,NPDES Industrial Ground Water,21VW2993,Active,NA,"Initial Quarterly, Initial Yearly, Routine Scheduled","Continue Routine Inspection, Continue Routine Inspection",https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=3270753
2836342,8220,Camp Fretterd State Army and Command Center,37,CFI,2021,1,2021-12-14,2021-12-14,NA,W001,NA,108108,Wendy,Huang,2022,2,2021,4,E279,NPDES Municipal Ground Water,14-DP-3183,Active,NA,"Initial Quarterly, Initial Yearly, Routine Scheduled",Continue Routine Inspection,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=2836342
2315297,8220,Camp Fretterd State Army and Command Center,37,CFI,2018,1,2018-12-20,2018-12-20,2228062,W001,0001,98949,Joseph,Miller,2019,2,2018,4,E279,NPDES Municipal Ground Water,14-DP-3183,Active,Satisfactory/Compliance,"Initial Yearly, Routine Scheduled, Initial Quarterly",Continue Routine Inspection,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=2315297
2449958,8220,Camp Fretterd State Army and Command Center,37,CFI,2019,1,2019-10-29,2019-10-29,2387067,W001,0003,98949,Joseph,Miller,2020,2,2019,4,E279,NPDES Municipal Ground Water,14-DP-3183,Active,Additional Investigation Required,"Initial Yearly, Initial Quarterly, Routine Scheduled",Additional Investigation Required,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=2449958
1009719,8220,Camp Fretterd State Army and Command Center,37,CFI,2010,1,2010-06-02,2010-06-02,NA,W002,0006,74014,Bertha,Custis-Hines,2010,4,2010,2,E279,NPDES Municipal Ground Water,NA,Inactive,Violation,"Initial Yearly, Follow-up (Non-Compliance)",Refer to Others (See Findings),https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=1009719
1169366,8220,Camp Fretterd State Army and Command Center,37,CFI,2011,2,2011-07-07,2011-07-07,850367,W001,0005,74014,Bertha,Custis-Hines,2012,1,2011,3,E279,NPDES Municipal Ground Water,08-DP-3183,Active,Noncompliance,Follow-up (Non-Compliance),"Refer to Others (See Findings), Continue Routine Investigation, Additional Investigation Required",https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=1169366
1167697,8220,Camp Fretterd State Army and Command Center,37,CFI,2011,1,2011-06-30,2011-06-30,848629,W001,0005,74014,Bertha,Custis-Hines,2011,4,2011,2,E279,NPDES Municipal Ground Water,08-DP-3183,Active,Noncompliance,Routine Scheduled,"Refer to Others (See Findings), Additional Investigation Required",https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=1167697
2351986,8720,Dryclean Depot,37,CFI,2019,1,2019-03-18,2019-03-18,2266653,W001,0003,24014,Gregory,Hazzard,2019,3,2019,1,E280,NPDES Industrial Ground Water,NA,Active,Additional Investigation Required,"PAF, Initial Quarterly, Initial Yearly","Additional Investigation Required, Refer to Others (See Findings), Refer to Others (See Findings), Additional Investigation Required",https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=2351986
1413395,8779,New Cut Landfill,37,CFI,2013,1,2013-02-27,2013-02-27,1179874,W003,0001,79789,Jonathan,Meyers,2013,3,2013,1,E280,NPDES Industrial Ground Water,NA,Complete,Satisfactory/Compliance,Routine Scheduled,Continue Routine Investigation,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=1413395
2276890,9257,"Cascade Tissue Group - Maryland, LLC",37,CFI,2018,2,2018-09-14,2018-09-14,2185786,W001,0003,97458,Peter,Resh,2019,1,2018,3,E280,NPDES Industrial Ground Water,NA,Active,Additional Investigation Required,"Routine Scheduled, Initial Yearly, Initial Quarterly, Joint Inspection MDE","Continue Routine Inspection, Continue Routine Inspection",https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=2276890
1623475,9440,Holly Hills Country Club,37,CFI,2014,1,2014-08-13,2014-08-13,1418417,W001,0005,90265,Renato,Cuizon,2015,1,2014,3,E280,NPDES Industrial Ground Water,09-DP-3455,Active,Noncompliance,Follow-up (Non-Compliance),Additional Investigation Required,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=1623475
1707612,9440,Holly Hills Country Club,37,CFI,2015,2,2015-03-10,2015-03-10,1526523,W001,0001,90265,Renato,Cuizon,2015,3,2015,1,E280,NPDES Industrial Ground Water,09-DP-3455,Active,Satisfactory/Compliance,Follow-up (Non-Compliance),Continue Routine Inspection,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=1707612
1691657,9440,Holly Hills Country Club,37,CFI,2015,1,2015-02-12,2015-02-12,1507881,W001,0003,90265,Renato,Cuizon,2015,3,2015,1,E280,NPDES Industrial Ground Water,09-DP-3455,Active,Additional Investigation Required,Follow-up (Non-Compliance),Additional Investigation Required,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=1691657
1759342,9440,Holly Hills Country Club,37,CFI,2015,3,2015-07-21,2015-07-21,1591900,W001,0005,90265,Renato,Cuizon,2016,1,2015,3,E280,NPDES Industrial Ground Water,09-DP-3455,Active,Noncompliance,Violation Follow-up,Additional Investigation Required,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=1759342
1440274,9440,Holly Hills Country Club,37,CFI,2013,1,2013-05-07,2013-05-07,1211125,W001,0005,23884,Mark,Frasch,2013,4,2013,2,E280,NPDES Industrial Ground Water,09-DP-3455,Active,Noncompliance,"Routine Scheduled, Initial Quarterly, Initial Yearly",Continue Routine Investigation,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=1440274
